RowNumber,CustomerId,Surname,CreditScore,Country,Gender,Age,Tenure,CustomerFeedback,Balance (EUR),NumberOfProducts,HasCreditCard,IsActiveMember,EstimatedSalary,Exited
9222,15576216,Chienezie,655,Germany,Female,37,4,#N/A,108862.76,1,1,0,79555.08,1
9244,15815534,Guidry,505,Spain,Male,37,0,"The experience with customer service was not too bad, but also not very outstanding. I encountered a minor problem and the representative addressed my concern in a polite manner, but the issue was not entirely resolved in the call. An improvement in promptness and effective resolution is expected from this kind of institution.",134006.39,1,1,1,93736.69,0
9257,15758451,Azuka,765,Germany,Male,37,7,#N/A,102708.77,1,1,0,9087.81,0
9258,15688689,Esposito,678,Germany,Female,37,8,"I recently noticed an incorrect exchange rate while performing an international transfer through the bank's online portal. As an experienced individual, I know that exchange rate discrepancies can create significant financial implications. Therefore, I contacted the customer service department promptly, outlining my concerns.

Upon receiving a prompt response, I must commend the staff's expertise and attentiveness towards resolving this issue. Not only did the bank correct the erroneous exchange rate and update it immediately on their online platform, but they also recalculated my transaction using the proper rates, ensuring I didn't suffer any monetary loss. It's very satisfying to see such competence and due diligence among the staff at my banking institution. They left no stone unturned in their pursuit of resolving my concerns, proving their commitment to providing an exceptional customer experience.

Considering the quality of the service and attention I received, I highly recommend my bank to those seeking reliable financial partners. Rest assured that your hard-earned funds are in capable hands and will be managed efficiently, reflecting professionalism and commitment to customers' needs.

In summary, it has been a highly positive experience resolving the incorrect exchange rate issue with this bank. I genuinely appreciate their dedication and express my gratitude for the level of professionalism shown in assisting with my concerns.",149000.91,2,1,1,21472.42,0
9307,15643330,Chukwuemeka,594,France,Male,37,2,#N/A,0,2,0,1,95864.5,0
9314,15757912,Bradley,722,Germany,Female,37,0,#N/A,125977.81,1,0,0,160162.42,0
9354,15693926,Pan,670,Spain,Male,37,0,#N/A,178742.71,1,1,1,194493.57,0
9391,15619130,Simpson,752,Germany,Female,37,5,#N/A,113291.05,2,1,1,132467.54,0
9417,15795370,Mazure,648,Germany,Male,37,6,#N/A,131753.41,1,1,0,86894.67,0
9443,15606552,Akabueze,741,France,Male,37,9,"While managing my account through the online portal, I have recently noticed a few extra fees applied to my account which were not mentioned in the initial agreement when opening it. Upon calling customer support for clarification, I received a brief explanation that they were service charges. Nonetheless, I must say I expected a more detailed description of what each fee pertained to, as well as an upfront disclosure of them before being charged. Going forward, I would appreciate full transparency on fees and charges as I monitor my finances closely and value being able to trust my financial institution. Thank you.",105261.76,2,1,1,149503.54,0
9486,15656319,Toscano,850,Spain,Male,37,4,#N/A,88141.1,1,1,0,109659.12,0
9497,15756992,Chukwukere,701,France,Male,37,1,#N/A,0,2,1,0,163457.55,0
9518,15738042,Goliwe,543,Germany,Male,37,8,#N/A,140894.06,2,1,1,118059.19,0
9543,15621140,Nwebube,644,Spain,Male,37,9,#N/A,0,2,1,1,96442.86,0
9545,15728043,Udinese,648,Germany,Female,37,7,"Recently, I experienced a very frustrating situation that led me to question my decision of choosing this bank. Upon realizing a suspicious transaction in my account, I reached out to the bank's customer service seeking assistance to rectify the situation. To my dismay, I had to endure long waiting times and unhelpful automated responses which not only increased my concerns but also elevated my level of frustration.

I sincerely believe that customer support is integral in financial matters. Unfortunately, my experience so far indicates the deficiency of it. It was discouraging to discover how careless my concerns seemed to be to the staff as well as the lack of ownership on their end in resolving my problems.

Given the modern era we reside in, offering swift and efficient customer service has become the cornerstone of many successful businesses, including financial institutions. It is an aspect of grave importance, and it should not be ignored or treated lightly.

I'm contemplating reevaluating my current choice of a banking institution, especially since they fail to provide me with the required support. The safety and wellbeing of my hard-earned finances deserve better handling and concern. I urge the bank management to seriously assess this issue and rectify it at their earliest convenience.",138503.51,2,1,0,57215.85,0
9567,15743193,Olson,644,France,Male,37,6,#N/A,117271.8,2,1,0,104217.96,1
9575,15720123,Hudson,554,Spain,Male,37,3,#N/A,0,2,1,0,166177.3,0
9597,15755084,Bezrukova,531,France,Male,37,7,#N/A,121854.45,1,1,0,147521.35,0
9612,15586522,Hunter,608,Spain,Male,37,2,"I recently encountered an issue where the exchange rate was incorrectly applied to a currency conversion transaction I had performed. However, upon reaching out to the bank's customer service, they acknowledged the error and provided a quick resolution. Their support team was professional, prompt, and courteous. It was a good experience, and I appreciate their efficiency in addressing my concerns. They resolved the matter, and the corrected funds were credited to my account promptly.",130461.02,1,1,0,21967.15,0
9615,15615931,Aitken,746,France,Female,37,4,#N/A,0,2,0,1,171039.56,0
9621,15620557,Ni,561,Spain,Male,37,4,"A couple of weeks ago, I misplaced a check that was intended for deposit in my account. It was distressing since the amount was significant. However, the moment I contacted my local branch regarding this issue, I was assured that it would be resolved swiftly. They walked me through the steps necessary to stop payment on the check and protect my funds from unauthorized access.

The staff's knowledge, prompt assistance, and understanding turned an unpleasant situation into a painless process. They kept me informed at every step, reassuring me that my finances were safe. It didn't take long for them to resolve the issue, allowing me to resume my daily activities stress-free.

I must say I am delighted with the impeccable service I received and the expertise exhibited by my bank's personnel. In an age where quality customer care is becoming increasingly rare, I commend my bank for demonstrating genuine commitment to client satisfaction. Keep up the good work!",101470.29,1,0,1,88838.14,0
9632,15566139,Ts'ui,526,France,Female,37,5,#N/A,53573.18,1,1,0,62830.97,0
9668,15696054,Tychonoff,596,France,Male,37,2,#N/A,0,1,0,1,121175.86,0
9670,15597739,Tu,674,France,Male,37,3,"Last Tuesday, I visited my local branch in order to resolve an issue with an unauthorized transaction on my account. From the moment I walked in, the experience was disappointing, as I found the staff to be rather indifferent to the needs of their clients.

As I waited in line for quite a while, it was apparent that there was not enough support at the counter to help all the clients in a timely manner. Once it was my turn to be served, the representative who assisted me was not well informed on how to address my concerns, leaving me with the impression that he was unprepared.

I requested to speak to a supervisor for further assistance, but I was kept waiting an additional half-hour just to consult with the person who might help resolve my issue. After the seemingly endless wait, the supervisor finally arrived and, disappointingly, showed little regard for the urgency of my situation. To my surprise, she provided me with contradictory information to what the representative told me earlier and presented me with another layer of frustrating inefficiency.

Ultimately, the lack of support from the customer service team at this branch has eroded my confidence in the ability of this bank to protect my financial interests and cater to my banking needs.

In light of these discouraging experiences, I feel compelled to explore alternative banking options that value and prioritize the satisfaction and security of their clientele.",0,1,1,0,158049.9,0
